,INTERVAL_NUM,VALUE
,1,2491.88
,4,2181.67
,12,2390.59
,16,2817.29
,13,2371.46
,11,2476.63
,5,2183.9
,14,2434.07
,3,2252.3
,17,3029.24
,15,2587.96
,9,2618.91
,2,2378.6
,10,2547.01
,8,2604.39
,11,4398.9
,17,5591.03
,13,4955.6
,3,3465.92
,12,4679.3
,14,5212.27
,15,5373.37
,1,3764.38
,9,3921.3
,4,3415.35
,5,3438.17
,7,3645.48
,10,4135.24
,16,5472.02
,2,3590.11
,6,3560.88
,8,3780.86
,7,1109.57
,2,1060.9
,1,1119.64
,5,1016.78
,13,1344.62
,14,1456.53
,10,1086.86
,12,1253.16
,11,1143.1
,15,1555.32
,4,1004.49
,6,1065.96
,9,1090.2
,3,1026.42
,16,1641.81
,17,1723.19
,8,1113.35
,9,332.89
,14,409.66
,8,330.96
,3,276.47
,16,455.44
,17,473.14
,10,337.83
,11,349.26
,5,275.96
,12,362.84
,4,272.55
,7,314.83
,6,290.06
,1,301.13
,15,433.74
,2,286.07
,13,384.66
,11,464.17
,10,457.54
,4,313.41
,8,431.3
,1,338.34
,6,342.49
,5,319.36
,2,325.87
,14,468.84
,15,470.03
,16,473.39
,12,467.06
,7,386.74
,17,479.03
,9,451.18
,13,467.85
,3,315.71
,12,66.5
,9,59.52
,4,47.1
,5,48.64
,6,52.52
,7,54.85
,14,77.98
,8,56.23
,13,71.78
,11,62.8
,17,92.85
,1,51.76
,3,47.74
,10,60.63
,15,82.97
,2,49.37
,16,88.46
,14,896.1
,16,972.41
,17,1009.98
,9,649.1
,6,602.47
,2,594.37
,13,842.92
,11,722.29
,1,618.18
,5,583.95
,12,787.11
,4,577.87
,10,669.67
,7,627.72
,3,580.11
,15,937.26
,8,646.96
,1,412.97
,14,580.84
,10,402.34
,17,689.4
,6,387.45
,5,375.32
,9,387.93
,8,396.78
,2,392.29
,3,380.06
,13,538.99
,15,616.07
,11,443.07
,7,403.16
,4,374.01
,16,650.48
,12,494.71
,11,279.21
,10,267.33
,16,321.93
,7,224.56
,3,200.05
,5,208.63
,6,215.02
,15,321.18
,14,315.25
,4,203.86
,8,250.18
,1,205.22
,17,320.58
,9,261.17
,13,303.93
,2,202.08
,12,292.4
