,city,state_id,county_name,lat,lng,population,Koppen,state_area,cities_allocation,county_area,cities_allocation_by_county,is_eastern
2146,Geneseo,IL,Henry,41.4508,-90.154,6495.0,Dfa,57914.0,179.0,825.6,2.0,True
2147,Watseka,IL,Iroquois,40.7751,-87.7304,4767.0,Dfa,57914.0,179.0,1118.03,2.0,True
2148,Gilman,IL,Iroquois,40.7627,-87.9973,2740.0,Dfa,57914.0,179.0,1118.03,2.0,True
2149,Carbondale,IL,Jackson,37.7221,-89.2238,65671.0,Cfa,57914.0,179.0,602.53,2.0,True
2150,Murphysboro,IL,Jackson,37.7679,-89.3321,8976.0,Cfa,57914.0,179.0,602.53,2.0,True
2151,Newton,IL,Jasper,38.9872,-88.1644,2936.0,Cfa,57914.0,179.0,498.02,2.0,True
2152,Ste. Marie,IL,Jasper,38.93,-88.0278,238.0,Cfa,57914.0,179.0,498.02,2.0,True
2153,Mount Vernon,IL,Jefferson,38.314,-88.9174,15427.0,Cfa,57914.0,179.0,583.71,2.0,True
2154,Ina,IL,Jefferson,38.1499,-88.904,2279.0,Cfa,57914.0,179.0,583.71,2.0,True
2155,Jerseyville,IL,Jersey,39.1175,-90.3271,8708.0,Cfa,57914.0,179.0,377.02,2.0,True
2156,Grafton,IL,Jersey,38.9764,-90.4257,640.0,Cfa,57914.0,179.0,377.02,2.0,True
2157,Galena,IL,Jo Daviess,42.4218,-90.4293,3158.0,Dfa,57914.0,179.0,618.72,2.0,True
2158,Stockton,IL,Jo Daviess,42.3526,-90.0019,1712.0,Dfa,57914.0,179.0,618.72,2.0,True
2159,Vienna,IL,Johnson,37.4143,-88.8871,1440.0,Cfa,57914.0,179.0,348.88,2.0,True
2160,Goreville,IL,Johnson,37.5611,-88.9557,1060.0,Cfa,57914.0,179.0,348.88,2.0,True
2161,Aurora,IL,Kane,41.7637,-88.2901,197757.0,Dfa,57914.0,179.0,524.08,2.0,True
2162,Elgin,IL,Kane,42.0385,-88.3229,110849.0,Dfa,57914.0,179.0,524.08,2.0,True
2163,Kankakee,IL,Kankakee,41.1019,-87.8643,77429.0,Dfa,57914.0,179.0,681.44,2.0,True
2164,Bourbonnais,IL,Kankakee,41.183,-87.878,19462.0,Dfa,57914.0,179.0,681.44,2.0,True
2165,Oswego,IL,Kendall,41.6834,-88.3372,36252.0,Dfa,57914.0,179.0,322.67,2.0,True
2166,Yorkville,IL,Kendall,41.6562,-88.4507,20613.0,Dfa,57914.0,179.0,322.67,2.0,True
2167,Galesburg,IL,Knox,40.9506,-90.3763,33767.0,Dfa,57914.0,179.0,719.7,2.0,True
2168,Abingdon,IL,Knox,40.8039,-90.401,3115.0,Dfa,57914.0,179.0,719.7,2.0,True
2169,Peru,IL,LaSalle,41.3484,-89.137,30287.0,Dfa,57914.0,179.0,1148.04,2.0,True
2170,Ottawa,IL,LaSalle,41.3532,-88.8306,19839.0,Dfa,57914.0,179.0,1148.04,2.0,True
2171,Round Lake Beach,IL,Lake,42.379,-88.0811,279381.0,Dfa,57914.0,179.0,1367.95,3.0,True
2172,Waukegan,IL,Lake,42.3697,-87.8716,86075.0,Dfa,57914.0,179.0,1367.95,3.0,True
2173,Mundelein,IL,Lake,42.2691,-88.0101,31051.0,Dfa,57914.0,179.0,1367.95,3.0,True
2174,Lawrenceville,IL,Lawrence,38.7264,-87.6873,7150.0,Cfa,57914.0,179.0,373.94,2.0,True
2175,Sumner,IL,Lawrence,38.7195,-87.8722,2980.0,Cfa,57914.0,179.0,373.94,2.0,True
2176,Dixon,IL,Lee,41.8439,-89.4794,16195.0,Dfa,57914.0,179.0,729.29,2.0,True
2177,Amboy,IL,Lee,41.7288,-89.3686,2321.0,Dfa,57914.0,179.0,729.29,2.0,True
2178,Pontiac,IL,Livingston,40.8881,-88.6414,11622.0,Dfa,57914.0,179.0,1045.43,2.0,True
2179,Dwight,IL,Livingston,41.0987,-88.424,5005.0,Dfa,57914.0,179.0,1045.43,2.0,True
2180,Lincoln,IL,Logan,40.1508,-89.3721,16993.0,Cfa,57914.0,179.0,619.01,2.0,True
2181,Atlanta,IL,Logan,40.2637,-89.231,1600.0,Dfa,57914.0,179.0,619.01,2.0,True
2182,Decatur,IL,Macon,39.8556,-88.9337,87236.0,Cfa,57914.0,179.0,585.38,2.0,True
2183,Mount Zion,IL,Macon,39.7794,-88.8834,5795.0,Cfa,57914.0,179.0,585.38,2.0,True
2184,Staunton,IL,Macoupin,39.0117,-89.7906,5913.0,Cfa,57914.0,179.0,867.61,2.0,True
2185,Carlinville,IL,Macoupin,39.2774,-89.8761,5514.0,Cfa,57914.0,179.0,867.61,2.0,True
2186,Alton,IL,Madison,38.9034,-90.1523,78905.0,Cfa,57914.0,179.0,740.35,2.0,True
2187,Granite City,IL,Madison,38.7292,-90.1266,28158.0,Cfa,57914.0,179.0,740.35,2.0,True
2188,Centralia,IL,Marion,38.5223,-89.1233,16204.0,Cfa,57914.0,179.0,575.71,2.0,True
2189,Salem,IL,Marion,38.6279,-88.959,7730.0,Cfa,57914.0,179.0,575.71,2.0,True
2190,Henry,IL,Marshall,41.1172,-89.3569,2209.0,Dfa,57914.0,179.0,398.52,2.0,True
2191,Lacon,IL,Marshall,41.0228,-89.4062,1739.0,Dfa,57914.0,179.0,398.52,2.0,True
2192,Havana,IL,Mason,40.295,-90.0567,2987.0,Cfa,57914.0,179.0,563.37,2.0,True
2193,Mason City,IL,Mason,40.2022,-89.6974,2119.0,Cfa,57914.0,179.0,563.37,2.0,True
2194,Metropolis,IL,Massac,37.1565,-88.7083,6008.0,Cfa,57914.0,179.0,242.12,1.0,True
2195,Macomb,IL,McDonough,40.4721,-90.6816,18006.0,Dfa,57914.0,179.0,590.02,2.0,True
2196,Bushnell,IL,McDonough,40.5518,-90.5045,2866.0,Dfa,57914.0,179.0,590.02,2.0,True
2197,Crystal Lake,IL,McHenry,42.2333,-88.3351,39829.0,Dfa,57914.0,179.0,611.13,2.0,True
2198,Algonquin,IL,McHenry,42.1629,-88.3159,30897.0,Dfa,57914.0,179.0,611.13,2.0,True
2199,Bloomington,IL,McLean,40.4757,-88.9703,133846.0,Dfa,57914.0,179.0,1186.29,2.0,True
2200,Normal,IL,McLean,40.5218,-88.9881,54469.0,Dfa,57914.0,179.0,1186.29,2.0,True
2201,Petersburg,IL,Menard,40.0143,-89.8455,3024.0,Cfa,57914.0,179.0,315.37,2.0,True
2202,Athens,IL,Menard,39.9618,-89.7217,1908.0,Cfa,57914.0,179.0,315.37,2.0,True
2203,Aledo,IL,Mercer,41.1984,-90.7459,3445.0,Dfa,57914.0,179.0,568.88,2.0,True
2204,Viola,IL,Mercer,41.2053,-90.5863,888.0,Dfa,57914.0,179.0,568.88,2.0,True
2205,Waterloo,IL,Monroe,38.3403,-90.1538,10578.0,Cfa,57914.0,179.0,397.71,2.0,True
2206,Columbia,IL,Monroe,38.4581,-90.2156,10513.0,Cfa,57914.0,179.0,397.71,2.0,True
2207,Hillsboro,IL,Montgomery,39.1668,-89.4735,6984.0,Cfa,57914.0,179.0,709.75,2.0,True
2208,Litchfield,IL,Montgomery,39.1959,-89.6295,6731.0,Cfa,57914.0,179.0,709.75,2.0,True
2209,Jacksonville,IL,Morgan,39.7292,-90.2318,21685.0,Cfa,57914.0,179.0,572.26,2.0,True
2210,South Jacksonville,IL,Morgan,39.7024,-90.2292,3102.0,Cfa,57914.0,179.0,572.26,2.0,True
2211,Sullivan,IL,Moultrie,39.5954,-88.6085,4560.0,Cfa,57914.0,179.0,344.47,2.0,True
2212,Bethany,IL,Moultrie,39.6441,-88.7413,1239.0,Cfa,57914.0,179.0,344.47,2.0,True
2213,Rochelle,IL,Ogle,41.9195,-89.0632,10723.0,Dfa,57914.0,179.0,763.27,2.0,True
2214,Byron,IL,Ogle,42.1224,-89.2665,6896.0,Dfa,57914.0,179.0,763.27,2.0,True
2215,Peoria,IL,Peoria,40.752,-89.6153,256286.0,Dfa,57914.0,179.0,630.89,2.0,True
2216,Bartonville,IL,Peoria,40.6398,-89.6608,6113.0,Dfa,57914.0,179.0,630.89,2.0,True
2217,Du Quoin,IL,Perry,38.0019,-89.2323,6001.0,Cfa,57914.0,179.0,446.81,2.0,True
2218,Pinckneyville,IL,Perry,38.0851,-89.3718,5393.0,Cfa,57914.0,179.0,446.81,2.0,True
2219,Monticello,IL,Piatt,40.0341,-88.5729,5534.0,Cfa,57914.0,179.0,440.33,2.0,True
2220,Bement,IL,Piatt,39.9228,-88.5724,1667.0,Cfa,57914.0,179.0,440.33,2.0,True
2221,Pittsfield,IL,Pike,39.6202,-90.7934,4254.0,Cfa,57914.0,179.0,848.87,2.0,True
2222,Barry,IL,Pike,39.6983,-91.0399,1247.0,Cfa,57914.0,179.0,848.87,2.0,True
2223,Golconda,IL,Pope,37.3622,-88.4872,631.0,Cfa,57914.0,179.0,374.64,2.0,True
2224,Eddyville,IL,Pope,37.5005,-88.5847,98.0,Cfa,57914.0,179.0,374.64,2.0,True
2225,Mounds,IL,Pulaski,37.1145,-89.2024,684.0,Cfa,57914.0,179.0,203.33,1.0,True
2226,Granville,IL,Putnam,41.2637,-89.23,1308.0,Dfa,57914.0,179.0,172.24,1.0,True
2227,Chester,IL,Randolph,37.9199,-89.8259,8213.0,Cfa,57914.0,179.0,597.26,2.0,True
2228,Sparta,IL,Randolph,38.1514,-89.7185,4273.0,Cfa,57914.0,179.0,597.26,2.0,True
2229,Olney,IL,Richland,38.7285,-88.0838,8732.0,Cfa,57914.0,179.0,362.01,2.0,True
2230,Noble,IL,Richland,38.6974,-88.2234,641.0,Cfa,57914.0,179.0,362.01,2.0,True
2231,Moline,IL,Rock Island,41.4821,-90.4921,41356.0,Dfa,57914.0,179.0,451.16,2.0,True
2232,Rock Island,IL,Rock Island,41.4699,-90.5827,37176.0,Dfa,57914.0,179.0,451.16,2.0,True
2233,Harrisburg,IL,Saline,37.7373,-88.5457,8933.0,Cfa,57914.0,179.0,386.98,2.0,True
2234,Eldorado,IL,Saline,37.8113,-88.4415,4336.0,Cfa,57914.0,179.0,386.98,2.0,True
2235,Springfield,IL,Sangamon,39.771,-89.6538,158509.0,Cfa,57914.0,179.0,877.01,2.0,True
2236,Chatham,IL,Sangamon,39.6733,-89.6938,13008.0,Cfa,57914.0,179.0,877.01,2.0,True
2237,Rushville,IL,Schuyler,40.1199,-90.5666,2851.0,Dfa,57914.0,179.0,441.39,2.0,True
2238,Littleton,IL,Schuyler,40.234,-90.6223,160.0,Dfa,57914.0,179.0,441.39,2.0,True
2239,Winchester,IL,Scott,39.6298,-90.456,1467.0,Cfa,57914.0,179.0,252.77,2.0,True
2240,Bluffs,IL,Scott,39.7494,-90.5352,659.0,Cfa,57914.0,179.0,252.77,2.0,True
2241,Shelbyville,IL,Shelby,39.4096,-88.8005,4757.0,Cfa,57914.0,179.0,768.05,2.0,True
2242,Moweaqua,IL,Shelby,39.6265,-89.0187,1714.0,Cfa,57914.0,179.0,768.05,2.0,True
2243,Belleville,IL,St. Clair,38.5165,-89.99,40897.0,Cfa,57914.0,179.0,673.95,2.0,True
2244,O'Fallon,IL,St. Clair,38.5976,-89.9155,29583.0,Cfa,57914.0,179.0,673.95,2.0,True
2245,Wyoming,IL,Stark,41.0638,-89.7729,1273.0,Dfa,57914.0,179.0,288.21,2.0,True
2246,Toulon,IL,Stark,41.0935,-89.8633,1161.0,Dfa,57914.0,179.0,288.21,2.0,True
2247,Freeport,IL,Stephenson,42.2893,-89.6347,24092.0,Dfa,57914.0,179.0,564.72,2.0,True
2248,Lena,IL,Stephenson,42.3786,-89.8217,2719.0,Dfa,57914.0,179.0,564.72,2.0,True
2249,Pekin,IL,Tazewell,40.5679,-89.6262,32045.0,Dfa,57914.0,179.0,657.89,2.0,True
2250,East Peoria,IL,Tazewell,40.6734,-89.5419,22546.0,Dfa,57914.0,179.0,657.89,2.0,True
2251,Anna,IL,Union,37.4612,-89.2388,5610.0,Cfa,57914.0,179.0,422.13,2.0,True
2252,Jonesboro,IL,Union,37.451,-89.2666,1700.0,Cfa,57914.0,179.0,422.13,2.0,True
2253,Danville,IL,Vermilion,40.1423,-87.6114,47059.0,Cfa,57914.0,179.0,902.14,2.0,True
2254,Hoopeston,IL,Vermilion,40.4608,-87.6635,5009.0,Cfa,57914.0,179.0,902.14,2.0,True
2255,Mount Carmel,IL,Wabash,38.4187,-87.7694,7016.0,Cfa,57914.0,179.0,227.76,1.0,True
2256,Monmouth,IL,Warren,40.9141,-90.6423,9084.0,Dfa,57914.0,179.0,543.17,2.0,True
2257,Roseville,IL,Warren,40.7307,-90.6638,898.0,Dfa,57914.0,179.0,543.17,2.0,True
2258,Nashville,IL,Washington,38.3541,-89.377,3011.0,Cfa,57914.0,179.0,564.12,2.0,True
2259,Okawville,IL,Washington,38.4344,-89.548,1360.0,Cfa,57914.0,179.0,564.12,2.0,True
2260,Fairfield,IL,Wayne,38.3799,-88.3724,4936.0,Cfa,57914.0,179.0,715.56,2.0,True
2261,Wayne City,IL,Wayne,38.3481,-88.5895,993.0,Cfa,57914.0,179.0,715.56,2.0,True
2262,Carmi,IL,White,38.0863,-88.1718,5111.0,Cfa,57914.0,179.0,501.7,2.0,True
2263,Norris City,IL,White,37.979,-88.3279,1151.0,Cfa,57914.0,179.0,501.7,2.0,True
2264,Sterling,IL,Whiteside,41.7995,-89.6956,27127.0,Dfa,57914.0,179.0,697.01,2.0,True
2265,Rock Falls,IL,Whiteside,41.7723,-89.6928,8740.0,Dfa,57914.0,179.0,697.01,2.0,True
2266,Joliet,IL,Will,41.5189,-88.1499,147344.0,Dfa,57914.0,179.0,849.39,2.0,True
2267,Bolingbrook,IL,Will,41.6903,-88.1019,74545.0,Dfa,57914.0,179.0,849.39,2.0,True
2268,Marion,IL,Williamson,37.7173,-88.9279,17520.0,Cfa,57914.0,179.0,444.38,2.0,True
2269,Herrin,IL,Williamson,37.7983,-89.0305,12687.0,Cfa,57914.0,179.0,444.38,2.0,True
2270,Rockford,IL,Winnebago,42.2597,-89.0641,282762.0,Dfa,57914.0,179.0,519.27,2.0,True
2271,Loves Park,IL,Winnebago,42.3364,-88.9975,23371.0,Dfa,57914.0,179.0,519.27,2.0,True
2272,Eureka,IL,Woodford,40.7148,-89.2775,5560.0,Dfa,57914.0,179.0,542.74,2.0,True
2273,Metamora,IL,Woodford,40.7959,-89.3689,3713.0,Dfa,57914.0,179.0,542.74,2.0,True
2274,Decatur,IN,Adams,40.8286,-84.9282,10943.0,Dfa,36420.0,113.0,339.93,2.0,True
2275,Berne,IN,Adams,40.6572,-84.9555,5830.0,Dfa,36420.0,113.0,339.93,2.0,True
2276,Fort Wayne,IN,Allen,41.0886,-85.1437,334122.0,Dfa,36420.0,113.0,660.1,2.0,True
2277,New Haven,IN,Allen,41.0675,-85.0175,15922.0,Dfa,36420.0,113.0,660.1,2.0,True
2278,Columbus,IN,Bartholomew,39.2093,-85.9183,59897.0,Cfa,36420.0,113.0,409.36,2.0,True
2279,Hope,IN,Bartholomew,39.2993,-85.766,2228.0,Cfa,36420.0,113.0,409.36,2.0,True
2280,Fowler,IN,Benton,40.617,-87.3184,2302.0,Dfa,36420.0,113.0,406.4,2.0,True
2281,Otterbein,IN,Benton,40.4882,-87.0854,1265.0,Cfa,36420.0,113.0,406.4,2.0,True
2282,Hartford City,IN,Blackford,40.4537,-85.3736,5660.0,Dfa,36420.0,113.0,165.4,1.0,True
2283,Zionsville,IN,Boone,39.9897,-86.3182,28357.0,Cfa,36420.0,113.0,423.28,2.0,True
2284,Lebanon,IN,Boone,40.0324,-86.4551,16065.0,Cfa,36420.0,113.0,423.28,2.0,True
2285,Cordry Sweetwater Lakes,IN,Brown,39.3085,-86.1227,1131.0,Cfa,36420.0,113.0,316.62,2.0,True
2286,Nashville,IN,Brown,39.2079,-86.2383,1098.0,Cfa,36420.0,113.0,316.62,2.0,True
2287,Delphi,IN,Carroll,40.5834,-86.6668,3024.0,Cfa,36420.0,113.0,375.05,2.0,True
2288,Flora,IN,Carroll,40.5455,-86.5226,2002.0,Cfa,36420.0,113.0,375.05,2.0,True
2289,Logansport,IN,Cass,40.7472,-86.3519,20608.0,Cfa,36420.0,113.0,414.92,2.0,True
2290,Galveston,IN,Cass,40.5767,-86.1924,1259.0,Cfa,36420.0,113.0,414.92,2.0,True
2291,Jeffersonville,IN,Clark,38.3376,-85.7026,48126.0,Cfa,36420.0,113.0,376.2,2.0,True
2292,Clarksville,IN,Clark,38.3221,-85.7673,21558.0,Cfa,36420.0,113.0,376.2,2.0,True
2293,Brazil,IN,Clay,39.5226,-87.124,7993.0,Cfa,36420.0,113.0,360.39,2.0,True
2294,Clay City,IN,Clay,39.277,-87.1127,827.0,Cfa,36420.0,113.0,360.39,2.0,True
2295,Frankfort,IN,Clinton,40.281,-86.5213,16136.0,Cfa,36420.0,113.0,405.28,2.0,True
2296,Rossville,IN,Clinton,40.4196,-86.5958,1545.0,Cfa,36420.0,113.0,405.28,2.0,True
2297,Milltown,IN,Crawford,38.3421,-86.2755,810.0,Cfa,36420.0,113.0,308.85,2.0,True
2298,Marengo,IN,Crawford,38.3714,-86.3444,807.0,Cfa,36420.0,113.0,308.85,2.0,True
2299,Washington,IN,Daviess,38.6587,-87.1591,13565.0,Cfa,36420.0,113.0,436.86,2.0,True
2300,Odon,IN,Daviess,38.8423,-86.9894,1385.0,Cfa,36420.0,113.0,436.86,2.0,True
2301,Auburn,IN,DeKalb,41.3666,-85.0559,22994.0,Dfa,36420.0,113.0,363.84,2.0,True
2302,Garrett,IN,DeKalb,41.3526,-85.1238,6413.0,Dfa,36420.0,113.0,363.84,2.0,True
2303,Lawrenceburg,IN,Dearborn,39.0986,-84.8713,12871.0,Cfa,36420.0,113.0,307.05,2.0,True
2304,Bright,IN,Dearborn,39.2254,-84.8613,5816.0,Cfa,36420.0,113.0,307.05,2.0,True
2305,Greensburg,IN,Decatur,39.3515,-85.5024,11960.0,Cfa,36420.0,113.0,373.42,2.0,True
2306,Westport,IN,Decatur,39.1767,-85.5747,1424.0,Cfa,36420.0,113.0,373.42,2.0,True
2307,Muncie,IN,Delaware,40.1989,-85.395,87879.0,Dfa,36420.0,113.0,395.92,2.0,True
2308,Yorktown,IN,Delaware,40.183,-85.5123,11111.0,Cfa,36420.0,113.0,395.92,2.0,True
2309,Jasper,IN,Dubois,38.3933,-86.9402,16477.0,Cfa,36420.0,113.0,435.23,2.0,True
2310,Huntingburg,IN,Dubois,38.301,-86.9622,6170.0,Cfa,36420.0,113.0,435.23,2.0,True
2311,Elkhart,IN,Elkhart,41.6916,-85.9628,147567.0,Dfa,36420.0,113.0,467.85,2.0,True
2312,Goshen,IN,Elkhart,41.5743,-85.8308,34217.0,Dfa,36420.0,113.0,467.85,2.0,True
2313,Connersville,IN,Fayette,39.6581,-85.141,14566.0,Cfa,36420.0,113.0,215.12,1.0,True
2314,New Albany,IN,Floyd,38.3089,-85.8234,36843.0,Cfa,36420.0,113.0,148.31,1.0,True
2315,Attica,IN,Fountain,40.2874,-87.2452,5187.0,Cfa,36420.0,113.0,397.92,2.0,True
2316,Covington,IN,Fountain,40.1406,-87.3913,2500.0,Cfa,36420.0,113.0,397.92,2.0,True
2317,Brookville,IN,Franklin,39.423,-85.0105,2529.0,Cfa,36420.0,113.0,391.34,2.0,True
2318,Oldenburg,IN,Franklin,39.3388,-85.2041,663.0,Cfa,36420.0,113.0,391.34,2.0,True
2319,Rochester,IN,Fulton,41.059,-86.196,7046.0,Dfa,36420.0,113.0,371.37,2.0,True
2320,Akron,IN,Fulton,41.0388,-86.0249,1105.0,Dfa,36420.0,113.0,371.37,2.0,True
2321,Princeton,IN,Gibson,38.3553,-87.5784,8733.0,Cfa,36420.0,113.0,499.05,2.0,True
2322,Fort Branch,IN,Gibson,38.2461,-87.5734,4370.0,Cfa,36420.0,113.0,499.05,2.0,True
2323,Marion,IN,Grant,40.5496,-85.66,40588.0,Dfa,36420.0,113.0,414.83,2.0,True
2324,Gas City,IN,Grant,40.4889,-85.5946,5772.0,Cfa,36420.0,113.0,414.83,2.0,True
2325,Linton,IN,Greene,39.0356,-87.1586,5596.0,Cfa,36420.0,113.0,545.91,2.0,True
2326,Bloomfield,IN,Greene,39.026,-86.9375,2410.0,Cfa,36420.0,113.0,545.91,2.0,True
2327,Carmel,IN,Hamilton,39.965,-86.146,101068.0,Cfa,36420.0,113.0,402.73,2.0,True
2328,Fishers,IN,Hamilton,39.9589,-85.9661,95310.0,Cfa,36420.0,113.0,402.73,2.0,True
2329,Greenfield,IN,Hancock,39.7936,-85.7737,23006.0,Cfa,36420.0,113.0,306.73,2.0,True
2330,McCordsville,IN,Hancock,39.8967,-85.9209,7479.0,Cfa,36420.0,113.0,306.73,2.0,True
2331,Corydon,IN,Harrison,38.213,-86.1257,5645.0,Cfa,36420.0,113.0,486.88,2.0,True
2332,Palmyra,IN,Harrison,38.4082,-86.1086,956.0,Cfa,36420.0,113.0,486.88,2.0,True
2333,Plainfield,IN,Hendricks,39.6953,-86.3717,35287.0,Cfa,36420.0,113.0,408.88,2.0,True
2334,Brownsburg,IN,Hendricks,39.833,-86.3824,27001.0,Cfa,36420.0,113.0,408.88,2.0,True
2335,New Castle,IN,Henry,39.919,-85.3697,21555.0,Cfa,36420.0,113.0,394.9,2.0,True
2336,Knightstown,IN,Henry,39.796,-85.5312,2862.0,Cfa,36420.0,113.0,394.9,2.0,True
2337,Kokomo,IN,Howard,40.464,-86.1277,79351.0,Cfa,36420.0,113.0,293.93,2.0,True
2338,Greentown,IN,Howard,40.4766,-85.9623,3164.0,Cfa,36420.0,113.0,293.93,2.0,True
2339,Huntington,IN,Huntington,40.8815,-85.5053,17942.0,Dfa,36420.0,113.0,387.94,2.0,True
2340,Roanoke,IN,Huntington,40.9639,-85.3761,1710.0,Dfa,36420.0,113.0,387.94,2.0,True
2341,Seymour,IN,Jackson,38.9476,-85.891,23598.0,Cfa,36420.0,113.0,513.75,2.0,True
2342,Brownstown,IN,Jackson,38.8789,-86.0479,3089.0,Cfa,36420.0,113.0,513.75,2.0,True
2343,Rensselaer,IN,Jasper,40.9375,-87.1684,6029.0,Dfa,36420.0,113.0,561.22,2.0,True
2344,De Motte,IN,Jasper,41.1988,-87.1973,5073.0,Dfa,36420.0,113.0,561.22,2.0,True
2345,Portland,IN,Jay,40.4375,-84.9833,6002.0,Dfa,36420.0,113.0,383.82,2.0,True
2346,Dunkirk,IN,Jay,40.3741,-85.2076,3402.0,Dfa,36420.0,113.0,383.82,2.0,True
2347,Madison,IN,Jefferson,38.7581,-85.3974,18109.0,Cfa,36420.0,113.0,362.94,2.0,True
2348,Hanover,IN,Jefferson,38.7133,-85.4726,3502.0,Cfa,36420.0,113.0,362.94,2.0,True
2349,North Vernon,IN,Jennings,39.017,-85.6317,11310.0,Cfa,36420.0,113.0,378.35,2.0,True
2350,Country Squire Lakes,IN,Jennings,39.038,-85.6849,2813.0,Cfa,36420.0,113.0,378.35,2.0,True
2351,Greenwood,IN,Johnson,39.6019,-86.1073,59458.0,Cfa,36420.0,113.0,321.56,2.0,True
2352,Franklin,IN,Johnson,39.4938,-86.0546,25608.0,Cfa,36420.0,113.0,321.56,2.0,True
2353,Vincennes,IN,Knox,38.676,-87.5102,19498.0,Cfa,36420.0,113.0,524.06,2.0,True
2354,Bicknell,IN,Knox,38.7743,-87.3078,3134.0,Cfa,36420.0,113.0,524.06,2.0,True
2355,Warsaw,IN,Kosciusko,41.2448,-85.8464,33708.0,Dfa,36420.0,113.0,554.34,2.0,True
2356,Syracuse,IN,Kosciusko,41.4226,-85.7492,7085.0,Dfa,36420.0,113.0,554.34,2.0,True
2357,Lagrange,IN,LaGrange,41.6481,-85.4181,3277.0,Dfa,36420.0,113.0,386.72,2.0,True
2358,Topeka,IN,LaGrange,41.5394,-85.5475,1225.0,Dfa,36420.0,113.0,386.72,2.0,True
2359,Michigan City,IN,LaPorte,41.7099,-86.8705,65058.0,Dfa,36420.0,113.0,613.04,2.0,True
2360,La Porte,IN,LaPorte,41.6077,-86.7136,21569.0,Dfa,36420.0,113.0,613.04,2.0,True
2361,Hammond,IN,Lake,41.6169,-87.491,75522.0,Dfa,36420.0,113.0,626.34,2.0,True
2362,Gary,IN,Lake,41.5906,-87.3472,74879.0,Dfa,36420.0,113.0,626.34,2.0,True
2363,Bedford,IN,Lawrence,38.8602,-86.4895,14752.0,Cfa,36420.0,113.0,452.07,2.0,True
2364,Mitchell,IN,Lawrence,38.7368,-86.4755,4249.0,Cfa,36420.0,113.0,452.07,2.0,True
2365,Anderson,IN,Madison,40.0891,-85.6893,85992.0,Cfa,36420.0,113.0,452.91,2.0,True
2366,Elwood,IN,Madison,40.2744,-85.837,9180.0,Cfa,36420.0,113.0,452.91,2.0,True
2367,Indianapolis,IN,Marion,39.7771,-86.1458,1588961.0,Cfa,36420.0,113.0,403.04,2.0,True
2368,Lawrence,IN,Marion,39.8674,-85.9905,49462.0,Cfa,36420.0,113.0,403.04,2.0,True
2369,Plymouth,IN,Marshall,41.3483,-86.3187,12433.0,Dfa,36420.0,113.0,449.92,2.0,True
2370,Bremen,IN,Marshall,41.4484,-86.1506,4546.0,Dfa,36420.0,113.0,449.92,2.0,True
2371,Loogootee,IN,Martin,38.6756,-86.9141,2917.0,Cfa,36420.0,113.0,340.53,2.0,True
2372,Shoals,IN,Martin,38.6669,-86.7938,789.0,Cfa,36420.0,113.0,340.53,2.0,True
2373,Peru,IN,Miami,40.7594,-86.0757,12642.0,Dfa,36420.0,113.0,377.36,2.0,True
2374,Grissom AFB,IN,Miami,40.6585,-86.148,2453.0,Cfa,36420.0,113.0,377.36,2.0,True
2375,Bloomington,IN,Monroe,39.1637,-86.5257,115884.0,Cfa,36420.0,113.0,411.32,2.0,True
2376,Ellettsville,IN,Monroe,39.2322,-86.6232,6747.0,Cfa,36420.0,113.0,411.32,2.0,True
2377,Crawfordsville,IN,Montgomery,40.0428,-86.8975,18242.0,Cfa,36420.0,113.0,505.34,2.0,True
2378,Lake Holiday,IN,Montgomery,39.9642,-86.9607,1323.0,Cfa,36420.0,113.0,505.34,2.0,True
2379,Martinsville,IN,Morgan,39.4228,-86.4208,13097.0,Cfa,36420.0,113.0,409.39,2.0,True
2380,Mooresville,IN,Morgan,39.6022,-86.3681,9788.0,Cfa,36420.0,113.0,409.39,2.0,True
2381,Roselawn,IN,Newton,41.1535,-87.2881,3954.0,Dfa,36420.0,113.0,403.53,2.0,True
2382,Kentland,IN,Newton,40.774,-87.4465,1668.0,Dfa,36420.0,113.0,403.53,2.0,True
2383,Kendallville,IN,Noble,41.4441,-85.2578,10432.0,Dfa,36420.0,113.0,417.61,2.0,True
2384,Ligonier,IN,Noble,41.4625,-85.5948,4760.0,Dfa,36420.0,113.0,417.61,2.0,True
2385,Rising Sun,IN,Ohio,38.9531,-84.8545,2139.0,Cfa,36420.0,113.0,87.47,1.0,True
2386,Paoli,IN,Orange,38.5572,-86.4699,3627.0,Cfa,36420.0,113.0,408.2,2.0,True
2387,Orleans,IN,Orange,38.6615,-86.4517,2125.0,Cfa,36420.0,113.0,408.2,2.0,True
2388,Spencer,IN,Owen,39.2862,-86.7726,2256.0,Cfa,36420.0,113.0,387.83,2.0,True
2389,Gosport,IN,Owen,39.3507,-86.6665,797.0,Cfa,36420.0,113.0,387.83,2.0,True
2390,Rockville,IN,Parke,39.7665,-87.2295,4124.0,Cfa,36420.0,113.0,450.1,2.0,True
2391,Montezuma,IN,Parke,39.7911,-87.3694,986.0,Cfa,36420.0,113.0,450.1,2.0,True
2392,Tell City,IN,Perry,37.9528,-86.7597,9529.0,Cfa,36420.0,113.0,386.34,2.0,True
2393,Cannelton,IN,Perry,37.9106,-86.7377,1481.0,Cfa,36420.0,113.0,386.34,2.0,True
